"","ResponseID","ResponseSet","Name","ExternalDataReference","EmailAddress","IPAddress","Status","StartDate","EndDate","Finished","workerId","assignmentId","hitId","Q2_1","Q6","Q4","Q18_1","Q18_2","Q18_3","Q18_4","inst_moral","Q17_1","Q17_2","Q17_3","Q17_4","Earthquake","Tornado","Fastfood","Marine","Police","Mugging","Crushed","Dysentery","Cancer","Drunk","Football","Check_trial","Heater","Theft","Heroin","Flattire","Scratched","Dark","BrokenInto","Corruption","Rape","trial_t_1.1.","trial_t_2.1.","trial_t_3.1.","trial_t_4.1.","trial_t_1.2.","trial_t_2.2.","trial_t_3.2.","trial_t_4.2.","trial_t_1.3.","trial_t_2.3.","trial_t_3.3.","trial_t_4.3.","trial_t_1.4.","trial_t_2.4.","trial_t_3.4.","trial_t_4.4.","trial_t_1.5.","trial_t_2.5.","trial_t_3.5.","trial_t_4.5.","trial_t_1.6.","trial_t_2.6.","trial_t_3.6.","trial_t_4.6.","trial_t_1.7.","trial_t_2.7.","trial_t_3.7.","trial_t_4.7.","trial_t_1.8.","trial_t_2.8.","trial_t_3.8.","trial_t_4.8.","trial_t_1.9.","trial_t_2.9.","trial_t_3.9.","trial_t_4.9.","trial_t_1.10.","trial_t_2.10.","trial_t_3.10.","trial_t_4.10.","trial_t_1.11.","trial_t_2.11.","trial_t_3.11.","trial_t_4.11.","trial_t_1.23.","trial_t_2.23.","trial_t_3.23.","trial_t_4.23.","trial_t_1.25.","trial_t_2.25.","trial_t_3.25.","trial_t_4.25.","trial_t_1.26.","trial_t_2.26.","trial_t_3.26.","trial_t_4.26.","trial_t_1.28.","trial_t_2.28.","trial_t_3.28.","trial_t_4.28.","trial_t_1.30.","trial_t_2.30.","trial_t_3.30.","trial_t_4.30.","trial_t_1.31.","trial_t_2.31.","trial_t_3.31.","trial_t_4.31.","trial_t_1.32.","trial_t_2.32.","trial_t_3.32.","trial_t_4.32.","trial_t_1.33.","trial_t_2.33.","trial_t_3.33.","trial_t_4.33.","trial_t_1.34.","trial_t_2.34.","trial_t_3.34.","trial_t_4.34.","trial_t_1.35.","trial_t_2.35.","trial_t_3.35.","trial_t_4.35.","Q19","why","thoughts","Q8","sex","age","attn","Q25","LocationLatitude","LocationLongitude","LocationAccuracy"
"24","R_3hipXdXZVUM6AG8","Default Response Set","Anonymous",NA,NA,"c9d3930e2d23045f",0,"3/22/18 10:36","3/22/18 10:39",1,"7ec814c61dce5e60",NA,NA,1,1,1,0,0,4.575,0,1,0,0,20.676,0,1,2,1,1,1,1,1,1,5,1,1,5,5,5,5,5,5,5,5,4,5,2.345,2.345,3.241,1,3.509,3.509,4.442,1,2.541,2.541,3.58,1,4.924,4.924,5.818,1,4.038,4.038,5.326,1,2.39,2.39,3.563,1,2.755,2.755,3.719,1,7.389,7.389,8.837,1,4.696,4.696,5.413,1,3.147,3.147,4.593,1,1.8,6.712,7.847,2,3.828,3.828,4.607,1,4.448,4.448,5.296,1,6.049,6.049,6.655,1,3.152,3.152,3.819,1,3.648,3.648,4.281,1,2.861,2.861,3.715,1,2.937,2.937,3.804,1,4.257,4.257,4.922,1,4.417,4.417,5.555,1,2.745,2.745,3.293,1,1,"I just based it off my own knowledge of events I've read about and what seems more likely, or characteristics of places listed","",1,2,37,1,1,36.46,-80.62,-1
"25","R_1n7KkZvYjwdDb5C","Default Response Set","Anonymous",NA,NA,"6cc5fdf8406e9407",0,"3/22/18 10:33","3/22/18 10:41",1,"7ec814c61dce5e60",NA,NA,1,1,1,5.185,5.185,5.208,1,1,0,0,7.054,0,1,1,2,1,2,2,2,2,5,1,1,5,5,4,4,5,4,5,4,4,5,5.335,5.855,6.425,3,8.183,10.657,11.111,4,14.23,15.635,16.179,3,16.451,16.839,17.376,3,1.228,10.568,10.596,9,0.993,4.163,4.191,6,6.711,7.133,7.584,3,12.747,15.202,16.129,4,3.236,4.18,4.206,4,3.754,5.465,5.49,4,43.792,45.496,46.035,5,10.582,27.229,27.254,6,6.298,6.706,7.225,3,15.943,17.328,17.97,3,1.886,5.114,5.141,5,5.294,6.898,7.213,4,3.129,3.464,3.938,3,33.763,39.71,40.16,7,3.532,29.207,29.875,5,4.149,7.495,8.212,5,5.65,6.264,6.767,3,1,"I mostly went with my gut and basic social knowledge.","no",1,2,33,1,1,37.39,-121.9,-1
"26","R_29uhqXkvLNe2fth","Default Response Set","Anonymous",NA,NA,"73caf621b3eb2a46",0,"3/22/18 10:39","3/22/18 10:43",1,"7ec814c61dce5e60",NA,NA,1,1,1,0,0,3.773,0,1,5.545,5.545,5.769,1,1,1,1,1,1,3,3,1,5,1,1,5,4,3,3,5,5,5,5,3,5,2.834,3.569,3.794,2,3.484,4.435,4.714,3,7.268,7.268,7.908,1,5.935,5.935,9.985,1,12.162,12.162,12.956,1,8.887,8.887,9.796,1,6.833,8.571,8.787,2,4.05,4.05,4.948,1,2.481,2.481,3.033,1,2.855,5.208,6.213,3,5.008,5.008,5.828,1,1.048,10.603,10.923,5,4.609,9.595,10.061,6,5.77,5.77,6.38,1,4.486,4.486,5.379,1,5.435,5.805,6.063,2,3.117,4.328,4.511,3,2.822,4.288,4.591,3,5.585,5.585,6.515,1,6.03,7.545,8.518,2,3.051,3.051,3.872,1,1,"It was all about the situation in the stories. If I felt it was more likely to happen in another place that's what I chose","",1,1,27,1,1,41.31,-72.92,-1
"27","R_2PbrgeGWa3MKGTl","Default Response Set","Anonymous",NA,NA,"9a8ab5839621da7d",0,"3/22/18 10:40","3/22/18 10:44",1,"7ec814c61dce5e60",NA,NA,1,1,1,0,0,4.147,0,1,0,0,6.574,0,1,4,2,3,3,1,5,3,3,2,2,3,4,2,2,2,3,3,2,3,2,1.164,1.164,2.828,1,1.368,1.368,2.805,1,1.815,1.815,3.511,1,13.64,13.753,45.066,2,1.122,1.122,8.545,1,0.835,0.835,2.459,1,1.825,1.825,2.801,1,1.011,1.011,2.758,1,2.089,2.089,3.696,1,0.866,0.866,2.477,1,13.765,13.879,16.154,2,0.943,0.943,12.002,1,10.934,10.934,11.979,1,0.792,0.792,2.32,1,0.907,0.907,2.292,1,0.44,0.44,1.78,1,0.671,0.671,2.223,1,11.693,11.693,13.49,1,2.345,2.345,4.002,1,4.514,6.109,6.693,2,0.793,0.793,2.49,1,1,"Based on the information that was provided.","No",1,2,29,1,1,34.17,-118.37,-1
"28","R_2QfADc3rWDTXggx","Default Response Set","Anonymous",NA,NA,"6a571fbd5fb8cc01",0,"3/22/18 10:40","3/22/18 10:45",1,"7ec814c61dce5e60",NA,NA,1,1,1,0,0,3.913,0,1,0,0,6.462,0,1,1,1,1,3,1,3,1,5,1,1,5,5,5,1,5,5,5,5,3,5,2.491,4.037,4.357,2,3.723,3.723,4.761,1,3.648,3.648,4.722,1,5.183,5.183,6.963,1,12.216,14.768,15.25,2,2.43,2.43,3.331,1,7.902,9.352,10.98,2,9.479,9.479,10.47,1,6.317,6.317,7.151,1,12.453,12.453,14.052,1,3.485,4.469,4.788,2,5.455,5.455,9.507,1,5.799,5.799,6.652,1,10.051,10.981,11.369,2,5.197,5.197,6.559,1,5.71,5.71,6.376,1,6.957,6.957,7.855,1,6.103,6.103,6.813,1,3.998,3.998,5.425,1,5.391,5.391,6.41,1,10.759,10.759,11.796,1,1,"Based off of what ive seen on the news","none",1,1,25,1,1,30.29,-81.51,-1
"29","R_2ZNVBuqi1yKPaOa","Default Response Set","Anonymous",NA,NA,"e6b8fea699c95922",0,"3/22/18 10:39","3/22/18 10:45",1,"7ec814c61dce5e60",NA,NA,1,1,1,0,0,5.045,0,1,7.674,7.674,10.42,1,1,1,1,1,2,2,2,1,5,1,2,5,5,4,4,5,5,5,5,5,5,4.22,5.782,6.852,2,5.326,8.527,9.705,2,17.317,19.076,20.166,2,14.48,17.119,18.216,3,8.425,9.731,10.846,2,4.551,7.326,8.4,3,4.925,8.274,9.346,3,5.656,7.282,8.455,2,4.204,5.257,6.395,2,6.539,8.348,9.42,2,15.231,18.054,19.2,4,7.174,9.646,15.518,3,10.927,12.004,13.264,2,7.925,10.458,13.182,3,4.628,17.666,18.779,6,6.675,7.861,8.95,2,3.046,4.099,5.202,2,4.92,5.998,7.024,2,3.585,7.364,8.563,3,6.505,8.764,9.926,2,3.76,4.777,6.005,2,1,"I keep up on current affairs and read a lot of news.  I based my answers on the world as it's been presented to me.","It was interesting.  Thank you",1,2,68,1,1,25.95,-97.33,-1
"30","R_zU1Ym1LmvvaCX4J","Default Response Set","Anonymous",NA,NA,"07aa118bb62e408f",0,"3/22/18 10:43","3/22/18 10:45",1,"7ec814c61dce5e60",NA,NA,1,1,1,0,0,22.273,0,1,0,0,9.697,0,1,1,1,1,1,1,1,1,5,1,1,5,5,5,4,5,5,5,5,5,4,1.593,1.593,2.383,1,3.395,3.395,4.208,1,2.594,2.594,3.913,1,4.292,4.292,5.276,1,3.489,3.489,4.295,1,2.327,2.327,3.201,1,4.289,4.289,5.304,1,2.342,3.185,3.515,2,2.403,2.403,2.945,1,3.101,3.101,3.823,1,2.746,2.746,3.43,1,2.45,2.45,3.056,1,2.495,2.495,3.265,1,5.917,5.917,7.113,1,2.971,2.971,3.481,1,5.345,5.345,6.514,1,1.462,1.462,2.117,1,1.555,1.555,2.266,1,2.493,2.493,3.153,1,1.827,1.827,2.647,1,1.4,3.968,4.651,3,1,"I thought about how likely events would be in certain places","",1,2,24,1,1,42.94,-85.62,-1
"31","R_9ogwyJjoGOP6TGp","Default Response Set","Anonymous",NA,NA,"b6701744af94d1ab",0,"3/22/18 10:39","3/22/18 10:45",1,"7ec814c61dce5e60",NA,NA,1,1,1,0,0,4.556,0,1,0,0,68.918,0,1,3,2,2,2,1,4,1,5,2,2,5,4,4,4,5,4,5,5,4,5,4.582,7.817,9.24,2,7.1,7.1,10.196,1,7.63,7.63,9.604,1,14.499,15.642,17.167,2,14.353,14.353,15.72,1,4.102,4.102,5.897,1,9.227,15.962,16.958,3,5.077,5.077,7.362,1,4.118,4.118,6.828,1,5.351,5.351,8.466,1,12.755,14.689,15.432,2,6.074,6.074,8.21,1,15.109,15.109,19.709,1,12.356,13.707,14.209,2,5.496,6.53,7.755,2,8.89,8.89,10.011,1,4.131,7.809,9.051,2,4.961,4.961,6.565,1,7.339,7.339,8.547,1,5.816,5.816,7.222,1,4.001,4.001,5.265,1,1,"I wasn't trying to be biased, but I answered how it most likely goes when I read and hear horrible news. ","No",1,2,28,1,1,38.72,-9.13,-1
"32","R_1FJMBbfiHuqjwOQ","Default Response Set","Anonymous",NA,NA,"429cc364e06eff1a",0,"3/22/18 10:42","3/22/18 10:48",1,"7ec814c61dce5e60",NA,NA,1,1,1,0,0,4.873,0,1,0,0,6.635,0,1,2,2,2,1,2,4,1,5,1,1,5,4,2,4,5,5,5,4,4,4,11.286,11.286,12.871,1,5.509,5.509,6.866,1,8.461,8.461,10.735,1,7.091,7.091,8.57,1,8.013,8.013,9.509,1,5.009,5.009,6.422,1,7.219,7.219,8.3,1,6.079,6.079,7.37,1,3.281,3.281,4.39,1,5.273,5.273,6.645,1,16.305,16.305,17.924,1,9.235,9.235,15.404,1,14.483,14.483,15.922,1,12.411,12.411,14.642,1,5.623,5.623,6.879,1,14.364,14.364,16.157,1,4.401,4.401,5.486,1,3.834,3.834,5.114,1,10.342,10.342,11.87,1,4.073,4.073,5.311,1,3.722,3.722,4.909,1,1,"The kind of answers we generally read about in the news is why I answered the way I did","no",1,2,59,1,1,36.01,-79.87,-1
"33","R_QfFV4bPm4Ek2ech","Default Response Set","Anonymous",NA,NA,"45eee19a73b2e9ce",0,"3/22/18 10:44","3/22/18 10:50",1,"7ec814c61dce5e60",NA,NA,1,1,1,4.071,4.071,4.101,1,1,0,0,8.644,0,1,1,1,1,1,1,1,1,5,5,1,5,5,1,5,1,5,5,5,5,5,5.179,5.185,6.162,2,8.813,8.817,9.912,2,7.217,7.222,8.304,2,10.664,10.671,11.46,2,11.805,11.811,12.59,2,3.595,3.599,4.327,2,8.322,8.329,9.534,2,8.421,8.987,9.022,3,6.682,6.688,7.165,2,4.678,4.683,5.257,2,12.336,12.341,13.068,2,9.98,9.984,13.972,2,8.958,9.649,9.69,3,11.638,11.642,12.432,2,8.218,8.222,8.808,2,16.142,33.392,35.385,3,6,6.006,6.614,2,5.187,5.193,5.664,2,8.645,8.649,9.223,2,5.848,5.854,6.396,2,4.288,4.294,5.106,2,1,"The ones I choose are more likely to happen. Things I've seen in the news or videos. I can relate to some also.","Good questions but maybe put them all in one page",1,1,29,1,1,34.04,-118.19,-1
"34","R_vSjkfQrOBfm5SVz","Default Response Set","Anonymous",NA,NA,"d45e945f5f0b1ad9",0,"3/22/18 10:39","3/22/18 10:50",1,"7ec814c61dce5e60",NA,NA,1,1,1,0,0,4.916,0,1,0,0,24.6,0,1,1,2,1,1,2,2,1,5,1,1,5,5,4,5,3,5,5,5,3,5,4.194,4.194,7.72,1,5.698,5.698,7.678,1,10.724,10.724,16.142,1,6.634,6.634,8.07,1,15.1,15.1,16.73,1,6.842,6.842,8.48,1,8.216,13.712,16.37,2,5.834,5.834,7.366,1,4.324,4.324,5.06,1,5.69,5.69,7.568,1,7.488,7.488,9.536,1,5.85,5.85,7.164,1,8.778,8.778,10.632,1,11.622,11.622,13.53,1,6.75,6.75,8.454,1,17.218,17.218,18.728,1,6.334,6.334,7.18,1,4.704,4.704,5.412,1,7.372,7.372,8.754,1,10.14,10.14,11.29,1,5.466,5.466,6.838,1,1,"I answered mainly by stereotypes.","no",1,2,45,1,1,36.33,-92.41,-1
"35","R_Zn99t5e826wkHLP","Default Response Set","Anonymous",NA,NA,"87ad220ccfa0a299",0,"3/22/18 10:47","3/22/18 10:53",1,"7ec814c61dce5e60",NA,NA,1,1,1,0,0,4.375,0,1,0,0,6.447,0,1,2,1,2,2,1,1,1,5,2,1,5,5,4,3,4,4,5,3,5,4,3.653,3.653,4.709,1,10.097,10.097,11.349,1,4.677,4.677,6.165,1,7.405,7.405,8.246,1,6.265,8.573,10.124,2,4.877,4.877,5.972,1,3.767,3.767,4.888,1,3.647,3.647,4.614,1,3.58,3.58,4.59,1,6.074,6.074,6.969,1,5.992,5.992,7.482,1,3.132,3.132,4.6,1,6.651,6.651,7.786,1,8.97,8.97,10.077,1,6.584,6.584,7.772,1,15.342,15.342,16.408,1,4.728,4.728,5.699,1,3.931,3.931,4.779,1,5.434,5.434,6.43,1,3.906,3.906,4.825,1,3.008,3.008,3.817,1,1,"I mostly considered the probability of each scenario based on what I know about places, people etc. I know that some places are more dangerous than others (Detroit compared to Denver for example), or that high-end restaurants are more likely to serve good quality food than fast food restaurants.","No.",1,2,57,1,1,40.63,-73.95,-1
"36","R_2t50DykAx8Owj82","Default Response Set","Anonymous",NA,NA,"a4e19d13e3543a9e",0,"3/22/18 10:50","3/22/18 10:54",1,"7ec814c61dce5e60",NA,NA,1,1,1,0,0,3.615,0,1,0,0,6.641,0,4,5,3,3,3,3,3,3,3,2,2,5,2,2,4,5,3,2,3,3,4,0,0,0.88,0,0,0,1.688,0,0,0,0.817,0,0,0,1.241,0,0,0,1.726,0,0,0,0.985,0,0,0,0.785,0,0,0,1.064,0,0,0,1.38,0,0,0,0.968,0,0,0,1.674,0,0,0,5.443,0,0,0,0.875,0,0,0,0.835,0,0,0,1.177,0,0,0,1.482,0,0,0,1.22,0,0,0,1.054,0,0,0,1.382,0,0,0,0.872,0,0,0,1.563,0,1,"I answered according to my opinion","none",1,2,23,1,1,32.81,-96.87,-1
"37","R_1CfMDgl9lvF6iRU","Default Response Set","Anonymous",NA,NA,"9d4d1544a2a69ad6",0,"3/22/18 10:45","3/22/18 10:54",1,"7ec814c61dce5e60",NA,NA,1,1,1,0,0,4.161,0,1,0,0,6.528,0,1,1,2,1,1,1,1,1,5,2,1,5,5,4,2,5,3,5,5,4,5,5.029,5.029,6.396,1,2.974,3.829,4.412,2,10.867,12.044,13.596,2,5.789,5.789,7.337,1,51.359,51.359,52.238,1,3.746,5.003,6.562,2,7.257,7.257,8.569,1,6.063,6.063,7.368,1,5.608,5.608,7.086,1,8.377,8.377,9.6,1,8.253,8.253,9.996,1,6.18,6.18,13.752,1,12.26,12.26,126.691,1,9.549,11.917,13.363,2,5.402,5.402,6.936,1,29.332,30.508,31.749,2,15.342,23.111,24.178,3,4.219,4.219,5.666,1,11.104,11.104,12.438,1,10.809,10.809,12.567,1,11.331,11.331,12.586,1,1,"I just picked the response that seemed most likely. I suppose I've heard a lot about these types of situations on the news and those are the ones I picked to be more likely to happen.","",1,1,29,1,1,38.63,-76.98,-1
"38","R_1FeqAgJ8tbQFtlH","Default Response Set","Anonymous",NA,NA,"ab608cbb646cab00",0,"3/22/18 10:49","3/22/18 10:54",1,"7ec814c61dce5e60",NA,NA,1,1,1,0,0,4.141,0,1,0,0,6.293,0,1,1,2,1,1,2,1,1,5,1,1,5,5,5,4,5,4,5,5,5,5,4.308,4.308,5.487,1,3.258,3.258,4.42,1,8.134,8.134,9.101,1,5.32,5.32,6.649,1,15.339,16.844,17.811,2,3.227,3.227,4.177,1,2.006,2.006,2.827,1,2.916,2.916,3.931,1,3.002,3.002,4.004,1,3.387,3.387,4.104,1,3.655,3.655,4.535,1,3.28,3.28,4.714,1,8.236,8.236,9.41,1,7.193,7.193,7.844,1,12.827,12.827,13.773,1,4.613,4.613,5.412,1,6.312,6.312,7.1,1,3.315,3.315,4.184,1,3.909,4.829,5.314,2,8.172,10.635,11.034,3,2.421,3.166,3.526,2,1,"Just used my personal knowledge to decide what the most likely outcome was","N/A",1,1,38,1,1,39.3,-76.44,-1
"39","R_1Pcnl7FqDN3u6ax","Default Response Set","Anonymous",NA,NA,"654eaf975f0d001a",0,"3/22/18 10:48","3/22/18 10:57",1,"7ec814c61dce5e60",NA,NA,1,1,1,0,0,154.894,0,1,0,0,7.482,0,1,1,3,2,1,3,2,1,4,2,1,5,3,4,3,4,5,4,4,5,4,8.461,8.82,10.133,2,8.022,8.022,10.193,1,6.531,6.531,7.675,1,24.128,24.128,25.64,1,12.867,12.867,14.704,1,19.05,19.05,20.067,1,4.265,4.265,5.516,1,4.502,4.502,5.505,1,4.284,4.284,5.375,1,4.189,4.189,5.527,1,8.382,8.382,10.062,1,7.594,7.594,9.776,1,1.442,1.442,2.507,1,8.748,8.748,9.749,1,12.93,12.93,15.755,1,7.769,9.633,10.322,3,4.982,7.421,8.153,3,6.798,6.798,7.84,1,2.72,2.72,3.57,1,7.149,7.149,8.114,1,24.388,24.388,25.643,1,1,"not sure how to respond to this. I made choices based on what I believed to be factual about each incident. thats all I can tell you. not rocket science here.. water in mexico is more prone to be bad then arizona etc etc.. ","none thank you",1,1,50,1,1,39.74,-104.41,-1
"40","R_bp9vwkGcqud7TOh","Default Response Set","Anonymous",NA,NA,"174ee8bca6c1ac16",0,"3/22/18 10:57","3/22/18 11:00",1,"7ec814c61dce5e60",NA,NA,1,1,1,0,0,3.963,0,1,0,0,5.928,0,1,3,5,1,1,2,4,4,1,3,4,4,1,3,1,2,4,3,4,2,4,0.635,0.635,2.253,1,0.475,0.475,1.462,1,0.806,0.806,1.472,1,0.324,0.324,1.406,1,0.355,0.355,1.181,1,0.447,0.447,1.206,1,0.288,0.288,1.149,1,0.559,0.559,1.362,1,0.407,0.407,1.393,1,0.287,0.287,1.17,1,0.715,0.715,1.612,1,0.318,0.318,1.153,1,0.3,0.3,1.071,1,0.608,0.608,1.684,1,0.311,0.311,1.283,1,0.495,0.495,1.371,1,0.288,0.288,1.12,1,0.446,0.446,1.304,1,0.353,0.353,1.165,1,0.478,0.478,1.321,1,0.268,0.268,1.36,1,1,"i thought about which is  more likely.","",1,1,23,1,1,10.22,76.2,-1
"41","R_3pyzNTrRDsar9nz","Default Response Set","Anonymous",NA,NA,"6a3998eeafd08e82",0,"3/22/18 10:58","3/22/18 11:01",1,"7ec814c61dce5e60",NA,NA,1,1,1,4.722,4.722,5.082,1,1,0,0,6.035,0,1,1,2,3,3,3,3,1,5,2,1,5,3,4,3,3,3,5,3,3,5,3.596,3.596,4.534,1,4.039,4.039,4.811,1,3.938,4.65,5.639,2,5.817,5.817,7.06,1,5.619,5.619,6.715,1,2.515,2.515,3.465,1,7.205,8.559,9.347,2,3.34,3.34,4.208,1,3.533,3.533,4.38,1,6.19,7.489,8.056,2,4.193,4.193,5.043,1,4.049,4.049,4.884,1,3.832,3.832,4.816,1,6.642,8.171,9.013,2,4.553,4.553,5.257,1,6.641,6.641,8.728,1,4.432,4.432,5.152,1,5.527,5.527,6.513,1,3.281,3.281,4.18,1,4.98,4.98,6.064,1,4.741,4.741,5.422,1,1,"In today's society, a lot of those were possible ANYWHERE.","",1,2,32,1,1,35.12,-80.93,-1
"42","R_2CyA63XdwVStY4w","Default Response Set","Anonymous",NA,NA,"bd8df8bea7912308",0,"3/22/18 10:57","3/22/18 11:02",1,"7ec814c61dce5e60",NA,NA,1,1,1,0,0,4.285,0,1,0,0,14.672,0,1,1,2,1,2,2,1,2,5,1,2,5,4,4,4,4,4,4,4,4,3,3.64,3.64,6.708,1,7.025,7.025,10.707,1,6.924,6.924,9.509,1,11.933,11.933,13.05,1,10.756,10.756,11.772,1,4.107,4.107,5.548,1,4.783,4.783,5.708,1,4.502,4.502,5.632,1,4.368,4.368,5.552,1,7.441,7.441,8.359,1,4.631,4.631,5.653,1,6.817,7.971,8.609,2,9.756,10.629,11.704,2,11.059,11.059,11.954,1,7.044,7.044,9.844,1,7.824,9.12,9.808,2,4.377,4.377,5.396,1,5.06,5.82,6.404,2,4.261,4.261,5.513,1,6.563,6.563,9.701,1,5.9,5.9,7.231,1,1,"I made my decisions based upon my preconceptions of a situation or place.  Such as strong earthquakes are more likely in California, Mexico is a more corrupt country etc.  The preconceptions of course may not all be true.","no",1,1,55,1,1,39.75,-84.25,-1
"43","R_3P81QUrConZs62I","Default Response Set","Anonymous",NA,NA,"ffb1a00620fd1c2d",0,"3/22/18 10:59","3/22/18 11:03",1,"7ec814c61dce5e60",NA,NA,1,1,1,0,0,4.155,0,1,0,0,6.331,0,1,1,2,1,1,1,4,1,5,2,1,5,5,5,4,5,3,5,4,4,5,5.488,5.488,6.486,1,5.531,6.507,6.932,2,8.673,8.673,9.608,1,8.438,8.438,9.691,1,7.773,9.273,9.964,2,6.948,6.948,7.983,1,5.357,5.357,6.29,1,5.038,5.038,5.824,1,4.061,4.765,5.543,2,4.653,4.653,5.611,1,7.114,7.114,7.851,1,3.966,10.491,14.375,3,7.352,7.352,8.105,1,9.154,9.154,9.977,1,3.747,3.747,4.409,1,8.901,10.864,11.142,2,5.638,5.638,6.471,1,3.163,3.163,3.972,1,6.948,6.948,7.772,1,5.899,6.257,7.122,2,4.638,4.638,5.692,1,1,"I answered in the way I thought made more sense to me for every question.","",1,1,41,1,1,41.6,-88,-1
"44","R_bpzCdkzbtneQrwl","Default Response Set","Anonymous",NA,NA,"790d79aa4850ea34",0,"3/22/18 10:58","3/22/18 11:03",1,"7ec814c61dce5e60",NA,NA,1,1,1,0,0,4.75,0,1,0,0,5.805,0,1,3,4,1,1,3,3,1,4,1,1,5,5,5,4,5,5,5,4,4,5,9.279,9.279,11.931,1,4.328,4.328,6.136,1,6.072,7.313,7.816,2,8.135,8.415,9.778,2,8.234,8.234,9.563,1,4.146,4.146,5.125,1,4.958,4.958,6.137,1,9.627,9.627,10.809,1,3.886,5.737,6.863,2,4.909,4.909,6.615,1,5.807,5.807,7.089,1,8.117,8.117,9.14,1,8.098,8.098,9.428,1,7.582,7.582,8.893,1,5.981,5.981,7.117,1,12.576,12.576,13.44,1,4.803,4.803,5.682,1,3.749,3.749,4.534,1,5.22,5.22,5.947,1,7.145,8.459,9.212,2,3.497,3.497,4.744,1,1,"I based my answers on how likely each one was to happen.  A woman leaving the a coffee shop to me was less likely to get raped then one leaving a bar. ","Thank you for letting me take part. ",1,2,39,1,1,45.76,-87.16,-1
"45","R_bexQQvMay9POvAJ","Default Response Set","Anonymous",NA,NA,"6a7f88cf4b986c6f",0,"3/22/18 10:19","3/22/18 11:07",1,"7ec814c61dce5e60",NA,NA,1,1,1,0,0,4.832,0,1,0,0,92.208,0,2,1,2,3,4,3,3,2,5,2,4,1,4,2,3,3,4,3,4,4,4,0.555,0.555,1.767,1,6.686,6.686,8.056,1,25.069,25.069,26.215,1,0.739,0.739,2.327,1,40.018,40.018,41.31,1,17.268,17.268,19.028,1,12.537,14.648,15.382,2,12.246,12.246,14.102,1,5.085,5.085,6.54,1,628.357,628.357,629.531,1,0.837,0.837,1.983,1,0.565,0.565,1.682,1,14.763,14.763,17.386,1,0.651,2.012,6.735,2,0.977,0.977,2.031,1,0.718,0.718,5.883,1,20.954,20.954,22.354,1,12.24,12.24,13.434,1,4.216,4.216,5.368,1,21.188,21.188,22.467,1,0.851,0.851,5.269,1,1,"options","no",1,2,30,1,1,34.05,-118.24,-1
"46","R_2CrjgOMSDflBuHE","Default Response Set","Anonymous",NA,NA,"629869a9fd5cd646",0,"3/22/18 11:02","3/22/18 11:07",1,"7ec814c61dce5e60",NA,NA,1,1,1,0,0,75.031,0,1,0,0,6.84,0,2,1,3,2,1,3,1,2,5,3,2,5,5,3,3,4,5,4,4,4,3,4.202,4.202,6.013,1,3.395,3.395,4.18,1,5.593,5.593,6.708,1,6.259,7.247,10.401,2,6.71,6.71,7.567,1,3.135,3.135,4.029,1,4.974,7.121,8.644,3,3.464,3.464,4.797,1,4.423,4.423,5.358,1,32.078,32.766,33.309,2,5.199,6.071,6.39,2,2.817,2.817,4.34,1,4.386,4.386,5.083,1,4.574,4.574,5.563,1,6.927,6.927,7.768,1,8.153,8.153,9.524,1,2.501,2.998,3.299,2,3.542,3.542,5.303,1,4.187,4.187,5.09,1,4.973,5.795,6.458,2,3.661,3.661,5.031,1,1,"I chose instinctively.","no",1,1,35,1,1,47.86,-122.28,-1
"47","R_25uoUQv7xs5P4Jj","Default Response Set","Anonymous",NA,NA,"38cdcff00a792899",0,"3/22/18 10:43","3/22/18 11:08",1,"7ec814c61dce5e60",NA,NA,1,1,1,0,0,35.925,0,1,0,0,1182.916,0,1,2,1,1,1,1,1,1,5,1,1,5,5,2,5,5,5,5,5,5,5,2.85,2.85,3.484,1,7.57,7.57,8.59,1,4.751,4.751,5.783,1,7.739,8.994,9.414,3,4.763,6.201,6.474,3,2.398,2.398,3.509,1,3.578,3.578,4.593,1,38.553,38.553,39.817,1,6.181,6.181,7.002,1,5.001,5.723,6.099,2,6.643,6.643,7.978,1,3.904,5.689,6.048,2,4.714,4.714,5.658,1,8.635,12.564,12.863,5,3.889,3.889,4.781,1,4.754,4.754,5.726,1,6.466,6.466,7.229,1,3.522,3.522,4.834,1,3.012,3.012,4.769,1,5.083,5.083,5.708,1,2.073,2.956,3.329,2,1,"I went with the most logical response","no",1,1,41,1,1,41.58,-74.52,-1
"48","R_3dE5NLLSoBVKgJp","Default Response Set","Anonymous",NA,NA,"a8f9258debb36465",0,"3/22/18 11:18","3/22/18 11:20",1,"7ec814c61dce5e60",NA,NA,1,1,1,0,0,4.473,0,1,0,0,5.943,0,2,2,4,3,2,3,2,2,3,3,2,3,3,3,4,3,3,2,1,3,2,0.549,0.549,1.272,1,0.582,0.582,1.253,1,0.401,1.178,1.606,2,0.5,0.5,1.423,1,3.227,3.227,3.988,1,0.582,2.076,2.402,4,0.446,0.446,1.078,1,0.515,0.515,1.231,1,0.513,0.513,1.152,1,0.493,0.493,1.391,1,0.541,0.541,1.345,1,0.947,0.947,1.816,1,0.451,1.166,1.417,2,0.638,0.638,1.463,1,4.719,4.719,5.405,1,4.127,4.127,4.658,1,0.597,0.597,1.185,1,0.418,0.418,1.098,1,0.402,0.402,1.16,1,0.493,0.493,1.533,1,0.653,0.653,1.459,1,1,"Just my opinions.","",1,1,24,1,1,26.95,-80.22,-1
